ST	locus1	locus2	locus3	locus4	locus5	locus7	locus7
872	4	4	19	4	4	1	1
873	4	16	4	15	6	20	26
874	7	62	1	2	6	20	5
875	8	8	4	15	17	12	31
876	8	13	14	4	6	4	14
877	10	13	4	16	6	1	17
878	11	19	2	17	6	22	14
879	15	16	4	15	6	1	26
880	15	29	4	16	30	1	14
881	15	29	19	16	30	1	14
882	20	28	1	1	10	14	14
883	22	16	4	15	6	20	14
884	10	13	34	10	77	28	31
885	1	6	1	2	75	1	14
886	4	10	2	4	4	1	1
887	20	28	1	1	76	14	14
888	8	74	19	15	6	40	26
889	8	10	2	16	1	26	107
890	8	74	4	15	6	40	27
891	5	7	19	10	10	1	27
892	1	11	10	1	6	1	119
893	1	11	10	1	6	8	119
894	1	2	1	16	17	1	28
895	5	6	1	2	5	1	14
896	7	62	1	2	36	118	14
897	8	37	36	29	2	12	14
898	1	5	4	5	8	27	8
899	16	13	4	4	6	10	18
900	7	2	1	1	10	48	21
901	1	60	9	1	77	105	18
902	2	13	2	1	6	121	121
903	4	4	2	4	80	1	1
904	7	8	1	1	79	14	14
905	7	75	9	2	25	6	14
906	10	8	82	16	81	14	14
907	18	12	2	44	14	77	97
908	2	5	36	12	2	21	123
909	2	42	2	1	6	19	20
910	5	5	6	5	9	17	19
911	6	57	34	58	6	1	9
912	6	57	34	28	7	1	9
913	6	57	83	28	7	19	9
914	6	57	83	28	7	1	9
915	6	60	4	5	27	123	6
916	7	5	4	4	15	20	14
917	7	5	4	4	15	20	5
918	7	13	8	6	9	6	14
919	7	25	29	2	27	122	122
920	7	25	29	2	27	112	122
921	7	78	4	1	6	112	14
922	8	5	15	10	2	1	59
923	13	5	1	1	15	1	18
924	13	8	69	1	6	1	6
925	15	16	19	15	6	20	19
926	15	16	19	15	6	20	14
927	23	12	4	1	43	12	74
928	53	76	8	15	6	20	19
929	53	76	19	15	6	20	19
930	7	11	10	1	6	8	98
931	2	3	2	4	6	1	1
932	4	4	2	1	4	1	1
933	20	11	10	1	6	8	1
934	16	9	4	5	6	10	4
935	5	5	7	7	8	20	40
936	11	5	29	12	16	3	14
937	7	5	4	12	19	20	46
938	1	13	11	4	15	12	19
939	4	4	32	4	4	1	1
940	5	40	1	2	6	3	54
941	8	10	15	27	2	28	71
942	8	10	15	27	2	28	4
943	8	10	15	27	2	28	53
944	2	5	14	1	6	1	29
945	1	8	9	2	6	4	1
946	1	8	6	2	6	67	6
947	1	8	9	1	10	4	6
948	1	8	9	1	10	3	6
949	2	5	1	8	14	28	14
950	2	8	2	4	6	1	5
951	7	5	1	2	14	11	14
952	7	5	1	8	14	81	14
953	7	5	8	5	10	48	14
954	1	5	4	16	14	28	8
955	1	8	4	1	65	20	6
956	1	8	6	2	6	109	6
957	1	8	6	2	6	11	6
958	1	8	6	2	14	17	14
959	1	17	6	2	6	20	6
960	2	13	14	1	6	107	14
961	4	4	2	4	10	1	1
962	4	8	8	1	6	6	14
963	5	6	1	2	6	1	27
964	7	5	1	5	6	31	14
965	7	5	1	1	63	31	14
966	7	5	1	8	14	28	5
967	7	5	8	6	10	6	14
968	7	5	8	6	64	6	14
969	7	5	8	5	63	6	14
970	140	8	2	16	16	14	14
971	7	11	10	1	15	8	1
972	7	13	8	5	10	6	14
973	7	21	59	5	10	6	14
974	8	5	8	5	10	6	14
975	8	8	4	1	1	4	6
976	10	5	2	1	6	19	14
977	39	8	4	1	1	4	6
978	40	8	8	1	6	6	14
979	2	13	14	1	6	17	14
980	7	5	15	1	6	31	14
981	10	41	47	42	6	14	17
982	8	13	9	60	78	119	6
983	15	16	19	15	3	104	63
984	56	5	4	5	5	1	8
985	55	8	8	1	17	116	72
986	57	16	19	15	6	20	26
987	7	8	15	59	6	14	5
988	7	13	8	5	6	6	124
989	12	5	89	8	6	112	14
990	12	62	1	2	84	1	15
991	54	5	4	1	6	1	111
992	8	5	9	9	6	4	6
993	7	5	25	5	15	12	14
994	5	5	62	5	6	11	14
995	1	5	4	4	6	58	8
996	7	60	10	38	6	8	1
997	15	16	19	15	68	20	106
998	7	2	25	12	10	1	21
999	51	11	10	1	6	8	14
1000	2	5	47	23	17	14	17
1001	10	20	14	4	6	1	14
1002	7	13	10	1	6	8	14
1003	7	15	1	10	6	1	22
1004	1	2	15	5	17	16	1
1005	1	2	29	1	46	14	8
1006	1	5	1	12	5	3	8
1007	1	5	4	5	15	1	18
1008	1	5	4	32	25	1	8
1009	1	5	6	1	17	16	11
1010	1	5	29	10	6	79	18
1011	1	8	9	2	6	4	72
1012	2	5	29	18	42	3	18
1013	2	8	9	1	6	19	14
1014	2	10	1	43	6	31	6
1015	2	25	2	16	6	28	14
1016	5	13	11	4	15	1	19
1017	5	13	11	4	15	49	19
1018	7	2	40	1	17	1	45
1019	7	8	1	10	15	14	14
1020	7	8	40	1	10	1	45
1021	7	10	1	8	10	28	8
1022	8	8	4	1	15	1	20
1023	8	9	2	5	6	1	17
1024	10	5	28	11	17	111	17
1025	10	13	2	8	17	16	8
1026	10	16	32	1	15	28	31
1027	10	41	47	1	6	14	2
1028	13	8	1	8	6	1	14
1029	13	16	19	5	6	20	26
1030	15	8	8	18	15	1	9
1031	16	31	4	34	6	4	94
1032	20	28	1	1	6	14	14
1033	29	33	19	1	13	22	31
1034	5	40	4	19	10	22	27
1035	7	11	10	1	6	3	14
1036	7	5	8	5	15	6	14
1037	2	2	54	5	15	3	8
1038	12	19	2	17	6	22	68
1039	6	5	36	15	17	21	14
1040	1	8	9	9	6	26	6
1041	13	5	1	5	9	1	18
1042	7	11	10	1	6	8	129
1043	7	11	10	1	86	8	1
1044	1	8	9	1	6	4	95
1045	7	14	4	12	1	14	14
1046	15	5	2	1	9	1	18
1047	8	19	2	17	6	22	14
1048	7	8	8	6	13	6	14
1049	2	25	9	1	6	19	14
1050	2	5	29	18	17	3	18
1051	4	4	2	4	53	1	1
1052	20	28	1	8	15	14	14
1053	20	28	1	1	15	39	14
1054	8	37	9	29	2	47	59
1055	7	5	8	5	87	6	14
1056	7	80	1	2	5	1	14
1057	4	16	19	18	6	20	1
1058	2	13	2	1	4	1	1
1059	1	5	9	5	6	3	130
1060	7	6	40	2	6	1	139
1061	7	14	4	12	1	20	17
1062	8	9	2	1	6	1	14
1063	1	5	4	1	83	1	18
1064	1	8	4	1	1	4	14
1065	2	13	1	1	6	28	6
1066	1	8	4	1	16	4	6
1067	2	13	1	1	6	28	14
1068	2	13	9	1	82	28	14
1069	2	13	14	8	17	79	127
1070	2	13	14	1	6	127	128
1071	5	13	11	4	15	125	19
1072	5	79	1	2	6	1	28
1073	7	2	1	5	10	124	21
1074	7	2	1	5	6	1	21
1075	7	2	88	5	6	1	21
1076	7	5	1	8	14	11	72
1077	7	5	86	8	14	11	14
1078	7	8	8	6	10	6	14
1079	7	11	85	1	85	8	1
1080	7	11	85	1	6	8	1
1081	8	10	1	5	1	3	1
1082	8	10	2	16	10	26	1
1083	10	5	87	4	10	126	14
1084	10	13	2	8	17	20	8
1085	18	12	91	1	6	31	6
1086	25	62	1	5	6	1	126
1087	43	19	9	17	6	22	14
1088	7	43	8	18	6	19	14
1089	2	25	2	1	6	132	10
1090	12	5	4	5	6	7	6
1091	7	9	4	13	15	92	28
1092	2	13	2	1	6	19	14
1093	7	8	1	1	15	14	14
1094	6	62	5	30	88	8	6
1095	7	13	8	6	6	6	6
1096	7	9	4	33	15	20	28
1097	7	13	8	6	6	131	14
1098	7	25	4	1	15	3	28
1099	1	5	9	18	6	28	133
1100	7	13	6	1	6	28	132
1101	10	13	40	6	10	1	17
1102	7	2	1	5	6	4	1
1103	7	25	27	1	15	3	28
1104	7	25	8	6	10	6	14
1105	7	5	93	8	14	11	14
1106	8	29	4	15	17	12	31
1107	59	11	10	1	5	76	98
1108	2	5	4	12	17	21	8
1109	7	83	1	8	14	11	14
1110	2	5	1	11	16	135	14
1111	1	5	94	1	46	14	18
1112	2	5	95	1	6	19	31
1113	1	5	4	1	9	134	8
1114	1	5	4	1	10	98	8
1115	1	10	9	43	10	1	18
1116	1	26	28	11	13	1	14
1117	2	1	1	29	2	31	14
1118	2	5	29	12	14	3	6
1119	2	12	19	1	89	1	22
1120	2	13	9	1	6	23	8
1121	5	5	1	5	6	99	14
1122	5	9	2	1	6	1	17
1123	5	25	4	10	15	20	135
1124	7	5	1	2	1	1	18
1125	7	5	1	2	6	1	138
1126	7	5	92	16	6	1	31
1127	7	6	1	2	6	1	135
1128	7	6	1	2	6	133	14
1129	7	6	1	2	6	15	137
1130	7	6	14	1	6	1	14
1131	7	13	4	6	25	6	8
1132	7	16	4	1	6	79	6
1133	7	25	4	4	13	20	31
1134	7	25	8	6	1	6	8
1135	10	25	78	4	15	20	28
1136	13	2	4	62	9	1	9
1137	16	13	9	1	41	33	31
1138	46	8	2	2	6	1	22
1139	58	28	1	1	6	14	136
1140	7	43	41	18	13	49	6
1141	2	13	9	6	6	19	14
1142	29	11	10	1	6	8	14
1143	7	25	4	1	15	1	28
1144	1	11	74	5	6	14	18
1145	8	10	2	16	1	1	15
1146	10	16	54	1	32	1	118
1147	10	16	54	5	32	129	5
1148	13	60	9	1	9	14	31
1149	2	5	36	12	1	21	14
1150	7	25	8	6	25	6	8
1151	7	60	9	8	6	3	29
1152	7	25	4	12	15	20	21
1153	2	13	2	29	91	19	141
1154	7	7	4	2	10	1	17
1155	1	11	10	1	2	8	14
1156	2	13	2	29	91	19	59
1157	1	8	9	9	6	58	134
1158	5	6	89	64	6	3	14
1159	7	60	4	8	7	12	29
1160	8	81	4	15	17	12	31
1161	1	5	4	5	90	1	8
1162	7	25	4	2	48	1	28
1163	1	5	19	15	6	20	71
1164	8	10	2	16	10	26	14
1165	5	6	1	8	6	3	4
1166	11	29	4	21	30	1	14
1167	7	14	4	12	1	1	8
1168	15	28	1	1	17	14	14
1169	8	8	9	9	6	58	134
1170	15	16	19	15	6	20	131
1171	1	14	40	12	1	1	14
1172	7	13	8	1	77	6	14
1173	15	5	9	63	27	1	140
1174	13	8	13	10	17	4	8
1175	2	5	90	61	17	130	6
1176	10	20	8	10	6	1	29
1177	2	13	2	1	6	19	89
1178	10	30	17	5	13	10	18
1179	1	5	4	1	1	4	18
1180	2	5	29	12	16	3	18
1181	2	5	29	12	9	3	14
1182	2	5	2	65	2	19	14
1183	3	4	3	3	4	4	5
1184	7	11	10	1	6	8	28
1185	7	11	10	18	17	8	14
1186	8	10	4	1	2	1	71
1187	29	33	19	1	36	22	29
1188	7	13	8	5	6	128	124
1189	5	6	1	2	6	3	142
1190	7	25	4	4	15	20	14
1191	2	5	36	15	17	21	14
1192	2	8	74	4	92	1	1
1193	7	11	10	5	6	8	28
1194	7	2	1	18	10	1	21
1195	1	8	9	1	6	4	69
1196	41	8	13	5	10	1	21
1197	1	8	2	1	6	1	1
1198	5	5	36	7	8	5	7
1199	5	35	29	1	45	39	53
1200	8	13	14	4	17	4	5
1201	1	5	1	12	17	3	8
1202	1	5	4	5	5	3	143
1203	10	41	47	63	6	14	2
1204	18	12	4	44	14	77	14
1205	7	6	1	43	10	1	14
1206	7	11	41	1	6	8	14
1207	12	12	8	4	9	14	8
1208	5	7	4	2	10	28	27
1209	4	13	2	1	6	19	14
1210	1	32	97	5	6	88	14
1211	2	25	4	4	15	20	28
1212	7	13	12	6	10	6	14
1213	7	5	1	5	14	11	14
1214	1	5	46	5	5	3	8
1215	1	8	4	47	1	4	6
1216	7	5	4	5	13	2	8
1217	2	5	2	7	2	19	14
1218	2	5	4	1	15	8	6
1219	2	5	29	12	16	4	14
1220	26	1	15	14	9	16	19
1221	7	5	1	5	15	12	14
1222	8	32	4	1	6	116	6
1223	16	12	9	1	6	33	33
1224	5	6	1	1	6	6	14
1225	8	11	10	1	6	58	1
1226	7	7	1	2	10	1	27
1227	7	11	10	29	6	8	1
1228	7	10	2	16	1	26	1
1229	8	5	2	27	2	136	71
1230	7	15	2	10	6	1	144
1231	5	7	98	2	10	1	27
1232	2	5	4	66	10	6	11
1233	10	11	34	16	15	1	145
1234	7	1	4	12	1	1	84
1235	7	13	8	6	10	6	20
1236	10	20	14	1	15	1	29
1237	1	8	9	1	6	4	5
1238	10	2	25	1	10	1	21
1239	12	5	13	5	16	1	20
1240	7	13	7	6	10	8	14
1241	1	13	4	5	5	6	8
1242	10	11	34	16	15	3	28
1243	34	11	10	1	6	1	14
1244	1	4	1	1	18	4	18
1245	1	8	9	1	6	8	14
1246	1	5	4	5	5	1	43
1247	12	8	13	5	6	111	20
1248	2	5	29	16	42	3	146
1249	1	5	37	12	10	7	14
1250	2	12	94	1	6	6	14
1251	20	16	1	1	15	14	14
1252	1	14	4	5	5	1	43
1253	7	15	2	10	6	7	22
1254	8	5	4	5	8	1	8
1255	10	2	1	1	10	1	21
1256	7	13	8	6	10	1	14
1257	15	13	8	18	15	1	31
1258	18	2	22	18	9	23	8
1259	10	8	47	1	6	14	8
1260	1	60	9	1	17	105	18
1261	140	8	4	27	37	14	449
1262	7	41	2	6	10	26	1
1263	15	13	4	16	6	1	17
1264	6	5	2	5	17	20	148
1265	1	8	2	2	6	4	6
1266	1	8	4	1	65	4	6
1267	7	10	2	16	6	26	1
1268	7	9	15	11	93	137	70
1269	7	11	10	1	6	76	14
1270	8	37	9	29	2	12	104
1271	7	11	41	1	6	8	1
1272	2	6	29	18	42	3	18
1273	10	12	4	12	9	28	18
1274	12	19	2	17	6	44	14
1275	4	11	2	4	4	1	1
1276	7	44	8	6	25	6	18
1277	18	13	8	47	3	6	8
1278	2	6	4	29	91	19	147
1279	29	33	19	1	37	22	31
1280	29	33	19	1	36	44	31
1281	29	33	99	1	36	22	31
1282	7	7	4	2	10	1	27
1283	15	16	96	5	6	1	26
1284	20	86	1	1	15	14	14
1285	7	32	6	1	6	141	14
1286	20	13	1	1	15	14	14
1287	2	13	102	1	6	19	14
1288	60	82	1	4	42	122	28
1289	60	82	4	4	42	122	28
1290	8	5	2	27	9	11	71
1291	8	13	2	4	9	4	151
1292	1	13	9	12	94	28	20
1293	1	9	101	1	10	140	11
1294	5	8	8	1	9	1	149
1295	7	13	4	4	25	6	8
1296	6	11	1	67	15	72	152
1297	2	16	19	68	6	20	26
1298	1	5	4	5	9	1	8
1299	1	32	14	8	15	12	11
1300	2	5	1	11	6	1	14
1301	2	5	4	10	10	1	27
1302	2	8	2	6	6	1	1
1303	7	2	4	19	14	10	21
1304	7	5	1	8	16	11	14
1305	7	5	2	4	14	11	14
1306	7	11	10	1	6	53	14
1307	7	14	1	8	14	11	14
1308	10	2	1	13	10	1	21
1309	10	8	17	5	13	10	18
1310	12	8	13	5	16	4	14
1311	12	60	13	5	16	4	20
1312	15	8	8	18	15	1	5
1313	2	5	4	12	7	21	14
1314	2	5	4	1	7	21	14
1315	2	5	9	1	7	21	9
1316	2	18	4	1	7	19	9
1317	7	5	15	11	83	58	70
1318	7	9	15	11	83	58	70
1319	7	9	15	11	83	25	70
1320	7	13	8	6	6	8	8
1321	8	8	47	18	46	122	31
1322	10	5	4	1	7	19	31
1323	10	5	4	1	7	21	9
1324	10	5	4	17	7	21	9
1325	10	8	4	1	7	19	9
1326	10	16	4	1	6	21	9
1327	10	18	4	1	13	19	31
1328	10	18	4	1	7	21	31
1329	12	5	4	10	42	49	9
1330	12	5	89	8	13	112	14
1331	13	8	4	1	7	19	9
1332	2	19	2	17	6	139	14
1333	1	2	1	1	17	22	1
1334	32	28	1	18	15	52	14
1335	7	9	4	60	83	28	70
1336	1	87	9	2	6	48	6
1337	1	1	4	1	18	4	17
1338	1	8	9	1	95	4	153
1339	6	11	1	67	15	72	14
1340	18	5	4	1	6	4	8
1341	8	13	14	4	17	12	154
1342	2	12	94	1	6	28	14
1343	2	1	53	11	10	1	1
1344	7	15	2	10	15	1	22
1345	15	8	1	18	15	1	31
1346	12	8	13	5	16	113	20
1347	7	6	19	1	6	138	6
1348	7	5	4	12	6	20	8
1349	18	13	8	6	3	6	8
1350	2	2	100	5	15	3	62
1351	7	85	4	10	1	1	14
1352	1	2	29	1	46	14	150
1353	7	5	54	5	6	1	9
1354	7	14	2	12	1	1	14
1355	5	14	1	15	6	3	4
1356	1	5	29	10	6	79	14
1357	7	11	10	1	6	143	1
1358	8	10	2	16	1	1	1
1359	12	10	2	5	9	1	6
1360	5	7	4	10	10	4	27
1361	7	2	1	5	49	1	21
1362	1	9	9	1	17	105	5
1363	7	13	9	1	10	1	45
1364	7	8	8	18	10	6	14
1365	16	12	14	1	6	1	29
1366	7	5	4	1	6	1	14
1367	2	16	29	18	42	3	18
1368	7	5	4	5	42	92	79
1369	7	6	9	2	6	1	14
1370	2	89	9	1	6	1	18
1371	7	32	8	12	97	6	14
1372	7	5	4	1	10	144	11
1373	7	43	8	6	25	6	8
1374	61	60	67	5	6	12	14
1375	62	13	1	18	15	1	31
1376	1	20	9	12	94	1	20
1377	13	84	15	14	10	16	19
1378	2	13	9	1	6	127	128
1379	1	5	9	12	94	28	20
1380	7	15	2	10	16	1	22
1381	10	11	4	16	15	1	145
1382	1	8	1	10	15	1	31
1383	44	5	1	8	14	11	14
1384	2	7	4	10	6	1	27
1385	7	5	1	8	96	1	14
1386	7	5	1	8	96	11	14
1387	5	35	29	1	45	39	75
1388	1	93	1	5	1	1	8
1389	1	8	104	2	6	4	6
1390	10	13	1	43	98	1	20
1391	7	6	6	17	6	1	155
1392	15	16	19	15	6	20	156
1393	1	8	6	2	6	4	157
1394	7	90	14	2	17	1	67
1395	8	9	105	1	6	1	17
1396	4	95	19	15	6	20	26
1397	1	94	6	2	6	4	83
1398	1	5	106	12	10	1	14
1399	2	53	95	1	6	19	31
1400	16	12	54	1	41	33	33
1401	8	1	2	1	6	1	15
1402	7	6	9	2	99	1	67
1403	7	6	1	69	6	1	104
1404	7	25	4	16	6	20	28
1405	7	5	8	5	10	6	158
1406	7	8	8	5	10	6	14
1407	4	16	19	15	6	46	91
1408	15	16	19	15	6	20	61
1409	4	16	19	15	6	20	91
1410	4	16	19	15	6	20	3
1411	4	16	19	15	6	20	85
1412	4	16	19	15	6	20	84
1413	4	16	19	15	6	20	58
1414	4	16	19	15	6	20	53
1415	4	37	19	15	6	20	53
1416	4	16	19	15	6	20	51
1417	4	16	19	15	6	20	50
1418	4	16	19	15	6	20	46
1419	4	16	19	15	6	20	42
1420	20	16	19	15	6	20	1
1421	4	16	19	15	55	20	26
1422	4	16	19	54	6	20	26
1423	4	16	19	15	6	76	42
1424	7	12	7	1	25	14	29
1425	15	16	2	15	6	20	14
1426	1	60	67	16	10	104	14
1427	7	31	4	1	6	6	14
1428	15	16	19	15	6	20	102
1429	4	16	19	15	6	20	102
1430	4	52	19	15	6	20	26
1431	8	16	19	15	39	20	26
1432	2	16	19	15	6	20	26
1433	4	16	19	44	6	20	26
1434	4	16	19	15	6	20	23
1435	15	29	4	2	30	1	14
1436	15	29	4	2	30	19	14
1437	1	32	6	6	6	1	14
1438	1	5	14	16	10	14	14
1439	5	5	6	1	9	14	14
1440	7	5	8	6	6	11	14
1441	15	29	4	15	30	1	14
1442	15	29	15	21	30	1	14
1443	15	29	4	21	30	20	14
1444	15	29	4	21	30	1	8
1445	15	29	4	4	30	1	8
1446	11	60	4	10	6	1	8
1447	6	13	8	6	25	6	8
1448	1	8	4	2	32	4	6
1449	4	14	19	15	6	20	1
1450	4	21	2	4	4	1	1
1451	10	16	19	15	6	20	1
1452	2	13	2	5	6	4	29
1453	4	13	19	15	6	20	26
1454	10	5	1	12	9	19	8
1455	4	16	19	15	6	20	66
1456	4	4	2	4	68	1	1
1457	4	16	19	15	6	20	6
1458	4	16	19	15	6	20	78
1459	4	16	19	15	6	20	67
1460	6	16	19	15	6	20	26
1461	15	5	19	15	6	20	4
1462	4	16	19	15	6	20	157
1463	4	4	19	15	6	20	26
1464	4	16	19	15	6	20	106
1465	4	16	19	15	6	20	8
1466	4	16	19	15	70	20	26
1467	4	16	19	15	14	20	26
1468	7	15	13	10	6	1	22
1469	8	88	103	18	46	142	161
1470	1	2	19	66	15	1	11
1471	1	5	4	12	5	26	159
1472	1	96	9	1	9	14	6
1473	2	10	2	29	6	19	160
1474	2	10	2	29	6	19	1
1475	2	17	107	24	9	105	14
1476	4	4	2	4	104	1	1
1477	7	5	10	18	6	145	1
1478	7	5	92	16	103	1	31
1479	7	5	109	5	13	31	14
1480	7	9	15	11	93	1	70
1481	7	12	53	1	101	1	8
1482	7	13	8	1	100	6	36
1483	65	8	8	18	15	1	31
1484	66	9	2	5	6	1	17
1485	67	2	40	11	10	1	45
1486	7	5	4	5	15	20	28
1487	1	5	4	12	49	3	8
1488	16	13	110	5	6	10	14
1489	64	16	19	5	6	20	26
1490	5	6	108	2	6	1	14
1491	8	10	9	8	10	28	8
1492	1	5	4	5	5	3	5
1493	7	5	2	1	9	58	18
1494	1	8	9	2	10	4	72
1495	7	2	40	11	10	1	45
1496	10	16	4	1	17	1	29
1497	10	7	4	2	10	22	27
1498	7	8	4	1	6	28	14
1499	13	8	9	2	6	4	6
1500	1	5	27	20	6	1	1
1501	7	8	1	70	101	146	8
1502	7	2	1	8	102	1	163
1503	16	44	1	16	106	11	17
1504	2	13	4	1	6	147	14
1505	20	28	1	1	105	14	14
1506	7	13	8	1	10	6	162
1507	13	9	15	71	10	16	19
1508	1	5	4	1	5	27	8
1509	1	6	9	2	6	1	67
1510	2	5	3	12	16	3	14
1511	4	15	2	10	4	1	22
1512	4	16	2	4	4	1	1
1513	5	7	4	4	10	1	27
1514	5	12	29	12	9	39	1
1515	7	2	1	23	10	1	21
1516	7	5	1	5	10	1	21
1517	7	6	1	2	10	15	14
1518	7	6	4	2	10	15	14
1519	7	6	9	2	15	4	67
1520	7	11	41	1	6	58	14
1521	10	43	4	1	6	4	8
1522	16	12	9	1	41	33	14
1523	18	5	4	1	6	20	8
1524	42	35	29	5	9	39	18
1525	7	1	4	5	18	58	18
1526	7	13	8	6	25	1	8
1527	12	32	111	15	13	48	6
1528	7	6	4	2	10	4	14
1529	2	13	2	1	15	19	14
1530	2	16	29	12	16	3	14
1531	8	13	14	15	17	4	14
1532	7	8	9	10	6	4	6
1533	8	10	2	1	1	26	1
1534	8	13	14	15	17	72	14
1535	7	13	8	6	6	1	11
1536	7	6	1	17	6	1	104
1537	1	5	4	5	6	27	8
1538	6	11	1	2	15	72	77
1539	5	12	33	2	9	3	18
1540	70	10	15	16	2	105	59
1541	8	37	9	29	2	12	170
1542	1	6	1	2	6	3	4
1543	1	14	4	12	1	1	14
1544	2	5	9	1	6	19	8
1545	2	5	36	16	1	21	14
1546	2	13	2	5	6	26	8
1547	2	13	9	1	6	19	5
1548	2	22	4	5	27	4	14
1549	2	29	36	12	13	21	14
1550	5	6	1	2	1	1	14
1551	5	7	4	2	10	1	6
1552	5	11	10	1	6	8	14
1553	6	5	2	17	6	22	14
1554	7	5	1	1	14	11	14
1555	7	11	1	1	9	52	1
1556	7	11	10	12	6	8	1
1557	7	11	10	17	6	8	14
1558	7	13	8	12	9	1	1
1559	7	19	2	17	9	22	14
1560	7	25	9	4	15	20	28
1561	8	5	1	8	10	11	14
1562	8	5	4	5	5	3	8
1563	8	5	4	5	5	1	8
1564	8	5	10	18	6	8	1
1565	8	5	29	12	9	3	6
1566	8	6	14	2	6	1	14
1567	8	9	1	1	6	28	17
1568	8	11	8	12	9	1	1
1569	8	11	10	1	6	8	1
1570	8	11	10	1	9	8	1
1571	8	11	10	1	6	8	14
1572	8	11	10	5	6	8	14
1573	8	13	9	1	19	19	14
1574	8	14	4	12	9	1	14
1575	8	14	53	1	1	20	14
1576	10	8	8	8	6	28	14
1577	10	13	67	16	6	1	8
1578	11	5	36	16	1	21	14
1579	11	8	2	5	6	1	1
1580	11	16	19	15	6	20	42
1581	12	14	4	12	1	1	14
1582	12	16	2	17	6	22	14
1583	15	16	19	15	6	20	71
1584	15	16	96	5	6	20	26
1585	18	5	1	1	6	4	21
1586	43	5	2	17	6	22	14
1587	8	19	2	17	25	5	168
1588	69	25	1	4	15	1	28
1589	8	9	2	1	6	1	167
1590	7	101	54	16	6	1	14
1591	4	4	113	4	4	1	1
1592	1	5	4	74	5	1	8
1593	1	8	6	73	6	20	6
1594	7	5	112	8	14	11	14
1595	4	4	2	75	4	1	1
1596	1	100	6	5	6	20	1
1597	12	5	13	5	17	4	14
1598	4	4	2	4	4	1	169
1599	2	5	9	72	6	19	14
1600	1	5	9	12	94	1	20
1601	1	5	29	18	6	4	18
1602	7	14	40	12	1	1	166
1603	7	25	4	1	15	150	28
1604	68	11	4	1	6	112	14
1605	1	8	9	5	11	1	165
1606	1	8	9	1	6	4	71
1607	6	62	5	30	88	149	6
1608	10	11	4	1	6	149	5
1609	1	8	9	5	6	4	6
1610	10	99	4	1	6	149	5
1611	2	19	2	17	15	22	14
1612	10	13	8	6	10	6	14
1613	20	8	1	1	15	14	14
1614	8	11	10	6	6	8	1
1615	7	5	4	12	6	5	46
1616	1	25	4	4	15	20	28
1617	2	13	2	29	91	19	164
1618	2	98	9	65	107	47	14
1619	8	37	9	29	2	12	14
1620	8	13	8	4	17	4	14
1621	2	5	36	12	13	21	14
1622	2	31	1	11	16	3	14
1623	4	4	1	4	4	1	1
1624	5	6	1	2	6	3	1
1625	1	19	2	17	1	28	168
1626	7	2	9	1	24	1	21
1627	7	5	8	9	10	6	14
1628	7	5	9	8	14	11	14
1629	7	9	15	11	42	1	14
1630	7	11	10	1	6	11	14
1631	7	13	4	4	15	20	28
1632	7	14	4	12	1	1	5
1633	7	15	10	10	6	1	22
1634	10	1	4	1	18	58	18
1635	10	7	4	19	10	40	27
1636	10	13	8	43	98	1	20
1637	10	13	53	5	13	10	18
1638	10	16	1	1	6	17	6
1639	12	13	13	4	17	4	20
1640	13	1	1	2	6	1	18
1641	15	29	4	21	5	1	14
1642	22	15	2	10	6	1	22
1643	44	5	1	46	14	11	14
1644	45	13	6	12	32	14	14
1645	7	97	27	6	10	6	14
1646	1	60	15	14	9	4	19
1647	11	25	4	12	15	20	28
1648	15	5	54	1	6	92	17
1649	2	5	2	1	6	19	14
1650	7	4	9	5	1	16	18
1651	15	17	4	11	6	1	17
1652	1	8	4	1	108	116	31
1653	72	5	4	16	7	3	9
1654	2	8	115	4	6	1	1
1655	5	35	29	1	45	152	18
1656	2	8	9	5	11	1	13
1657	15	16	19	15	6	20	97
1658	12	19	2	17	6	153	14
1659	7	11	10	17	109	8	1
1660	5	68	1	2	6	3	1
1661	5	6	1	1	6	3	4
1662	7	5	8	12	4	20	1
1663	7	5	1	12	6	20	46
1664	8	5	4	15	16	20	8
1665	8	5	4	15	1	20	8
1666	18	12	4	44	6	77	97
1667	7	22	1	2	6	3	14
1668	1	6	69	8	32	106	14
1669	2	10	54	4	6	3	14
1670	8	9	4	47	6	14	145
1671	1	5	6	16	6	112	6
1672	8	13	8	6	17	4	14
1673	8	13	64	4	17	4	14
1674	8	13	14	6	17	4	14
1675	6	11	14	4	15	72	14
1676	2	5	14	1	6	77	29
1677	15	8	8	18	15	20	31
1678	7	5	1	5	10	6	14
1679	7	43	8	5	6	6	14
1680	7	5	1	8	6	6	27
1681	1	2	10	1	111	14	18
1682	1	8	9	1	6	4	175
1683	7	5	1	1	13	154	14
1684	1	2	29	1	15	155	18
1685	1	8	9	18	110	4	172
1686	73	2	1	1	10	1	21
1687	1	5	4	76	5	1	8
1688	7	102	1	8	14	11	14
1689	7	6	1	2	6	15	174
1690	1	8	116	1	6	4	6
1691	1	5	4	5	5	1	176
1692	1	5	7	12	17	158	14
1693	2	5	117	11	16	3	14
1694	7	11	118	1	6	8	14
1695	1	1	4	1	18	58	173
1696	2	13	2	4	9	157	1
1697	7	11	10	77	6	8	1
1698	1	8	4	1	1	156	6
1699	8	13	14	4	17	157	14
1700	2	32	9	47	6	21	145
